ID;IAT_D2;IAT_order;Reverse_Scored_IAT_D2
       85;-0,03374496;Learning_Consistent_First;-0,03374496
       87; 0,35542884;Learning_Consistent_First; 0,35542884
       88; 0,10265496;Learning_Inconsistent_First;-0,10265496
       90;-0,26711165;Learning_Inconsistent_First; 0,26711165
       95; 0,22170482;Learning_Consistent_First; 0,22170482
       96; 0,03379888;Learning_Inconsistent_First;-0,03379888
       98; 0,26294940;Learning_Inconsistent_First;-0,26294940
       99; 0,66807453;Learning_Consistent_First; 0,66807453
      100; 0,02681527;Learning_Inconsistent_First;-0,02681527
      102; 0,47419732;Learning_Inconsistent_First;-0,47419732
      103; 0,61520178;Learning_Consistent_First; 0,61520178
      104; 0,90827829;Learning_Inconsistent_First;-0,90827829
      105; 0,75713440;Learning_Consistent_First; 0,75713440
      110; 0,06012493;Learning_Inconsistent_First;-0,06012493
      111;-0,52441086;Learning_Consistent_First;-0,52441086
      112; 0,17360986;Learning_Inconsistent_First;-0,17360986
      114; 0,54799918;Learning_Inconsistent_First;-0,54799918
      116;-0,43886285;Learning_Inconsistent_First; 0,43886285
      117; 0,31647702;Learning_Consistent_First; 0,31647702
      118; 0,25912419;Learning_Inconsistent_First;-0,25912419
      119; 0,77377523;Learning_Consistent_First; 0,77377523
      120;-0,31949497;Learning_Inconsistent_First; 0,31949497
      121; 0,27432975;Learning_Consistent_First; 0,27432975
      122; 0,07127939;Learning_Inconsistent_First;-0,07127939
      123;-0,09874746;Learning_Consistent_First;-0,09874746
      124; 0,38964762;Learning_Inconsistent_First;-0,38964762
      127;-0,17028854;Learning_Consistent_First;-0,17028854
      128;-0,51473549;Learning_Inconsistent_First; 0,51473549
      129; 0,59789727;Learning_Consistent_First; 0,59789727
      131; 0,30198233;Learning_Consistent_First; 0,30198233
      133; 0,10270724;Learning_Consistent_First; 0,10270724
      135;-0,43356114;Learning_Consistent_First;-0,43356114
      138; 0,04476332;Learning_Inconsistent_First;-0,04476332
      139; 0,63290508;Learning_Consistent_First; 0,63290508
      141; 0,29029850;Learning_Consistent_First; 0,29029850
      143; 0,57533969;Learning_Consistent_First; 0,57533969
      145; 0,29872298;Learning_Consistent_First; 0,29872298
      147;-0,33651069;Learning_Consistent_First;-0,33651069
      149; 0,16962531;Learning_Consistent_First; 0,16962531
      150; 0,60909454;Learning_Inconsistent_First;-0,60909454
      151;-0,21082062;Learning_Consistent_First;-0,21082062
      153; 0,20990125;Learning_Consistent_First; 0,20990125
  6136792; 0,12044369;Learning_Inconsistent_First;-0,12044369
230832027; 0,23477978;Learning_Consistent_First; 0,23477978
426868661; 0,34314403;Learning_Consistent_First; 0,34314403
442487679; 0,10848127;Learning_Consistent_First; 0,10848127
470389932; 0,63791694;Learning_Inconsistent_First;-0,63791694
489059492;-0,29198691;Learning_Inconsistent_First; 0,29198691
563770584; 0,77193240;Learning_Inconsistent_First;-0,77193240
761884654;-0,53071595;Learning_Inconsistent_First; 0,53071595
934322159; 0,44228269;Learning_Consistent_First; 0,44228269
