ID;IAT_D2;IAT_order;Reverse_Scored_IAT_D2
 90;-0,23868231;Learning_Inconsistent_First; 0,23868231
 91; 0,07642134;Learning_Consistent_First; 0,07642134
 95; 0,10244453;Learning_Consistent_First; 0,10244453
 96;-0,14936944;Learning_Inconsistent_First; 0,14936944
 99; 0,30939586;Learning_Consistent_First; 0,30939586
100;-0,82147246;Learning_Inconsistent_First; 0,82147246
101; 0,60213576;Learning_Consistent_First; 0,60213576
102; 0,36114372;Learning_Inconsistent_First;-0,36114372
105; 0,71213989;Learning_Consistent_First; 0,71213989
106;-0,32811204;Learning_Inconsistent_First; 0,32811204
109;-0,03683193;Learning_Consistent_First;-0,03683193
111;-0,38239141;Learning_Consistent_First;-0,38239141
112;-0,51194619;Learning_Inconsistent_First; 0,51194619
114; 0,12961815;Learning_Inconsistent_First;-0,12961815
115; 0,75125901;Learning_Consistent_First; 0,75125901
116;-0,20424838;Learning_Inconsistent_First; 0,20424838
117; 0,47238843;Learning_Consistent_First; 0,47238843
119; 0,17437276;Learning_Consistent_First; 0,17437276
121; 0,88481835;Learning_Consistent_First; 0,88481835
122; 0,66109449;Learning_Inconsistent_First;-0,66109449
125;-0,26482975;Learning_Consistent_First;-0,26482975
126; 0,28932012;Learning_Inconsistent_First;-0,28932012
127; 0,21994254;Learning_Consistent_First; 0,21994254
129; 0,40491032;Learning_Consistent_First; 0,40491032
131; 0,09412402;Learning_Consistent_First; 0,09412402
132;-0,05222859;Learning_Inconsistent_First; 0,05222859
133; 0,06176439;Learning_Consistent_First; 0,06176439
136; 0,22689369;Learning_Inconsistent_First;-0,22689369
137; 0,45175379;Learning_Consistent_First; 0,45175379
139;-0,16018850;Learning_Consistent_First;-0,16018850
142;-0,28368603;Learning_Inconsistent_First; 0,28368603
145;-0,27506820;Learning_Consistent_First;-0,27506820
147;-0,33483640;Learning_Consistent_First;-0,33483640
149;-0,27988963;Learning_Consistent_First;-0,27988963
151; 0,80192922;Learning_Consistent_First; 0,80192922
152; 0,82061492;Learning_Inconsistent_First;-0,82061492
153;-0,41427851;Learning_Consistent_First;-0,41427851
156;-0,35359123;Learning_Inconsistent_First; 0,35359123
158; 0,02584975;Learning_Inconsistent_First;-0,02584975
159;-0,21529937;Learning_Consistent_First;-0,21529937
161; 0,38348825;Learning_Consistent_First; 0,38348825
162; 0,20949525;Learning_Inconsistent_First;-0,20949525
163;-0,75789543;Learning_Consistent_First;-0,75789543
164; 0,19256083;Learning_Inconsistent_First;-0,19256083
